hndd,cndd,rank,mean_abundance
3,9,98,26.683
3,9,99,25.559
3,9,100,24.391
3,9,101,23.313
3,9,102,22.239
3,9,103,21.12
3,9,104,20.069
3,9,105,19.06
3,9,106,18.086
3,9,107,17.167
3,9,108,16.206
3,9,109,15.326
3,9,110,14.478
3,9,111,13.637
3,9,112,12.831
3,9,113,12.069
3,9,114,11.357
3,9,115,10.648
3,9,116,9.993
3,9,117,9.335
3,9,118,8.771
3,9,119,8.169
3,9,120,7.591
3,9,121,7.07
3,9,122,6.567
3,9,123,6.107
3,9,124,5.624
3,9,125,5.181
3,9,126,4.77655310621242
3,9,127,4.39217652958877
3,9,128,4.04718875502008
3,9,129,3.69849246231156
3,9,130,3.4010101010101
3,9,131,3.13979591836735
3,9,132,2.9097510373444
3,9,133,2.69133192389006
3,9,134,2.50860215053763
3,9,135,2.32783278327833
3,9,136,2.15981735159817
3,9,137,2.03221957040573
3,9,138,1.89427860696517
3,9,139,1.77061855670103
3,9,140,1.6648275862069
3,9,141,1.56772334293948
3,9,142,1.48902821316614
3,9,143,1.42393162393162
3,9,144,1.34659090909091
3,9,145,1.32271762208068
3,9,146,1.28947368421053
3,9,147,1.22465753424658
3,9,148,1.19182389937107
3,9,149,1.15018315018315
3,9,150,1.13716814159292
3,9,151,1.11351351351351
3,9,152,1.11585365853659
3,9,153,1.07246376811594
3,9,154,1.07843137254902
3,9,155,1.06172839506173
3,9,156,1.0327868852459
3,9,157,1.01785714285714
3,9,158,1.02564102564103
3,9,159,1.03448275862069
3,9,160,1.04347826086957
3,9,161,1
3,9,162,1
3,9,163,1
3,9,164,1
3,9,165,1
3,9,166,1
